Text,Label
"রেমা-কালেঙ্গা বন্যপ্রাণী অভয়াশ্রমে আছে আধা ঘন্টা, এক ঘন্টা ও তিন ঘন্টার তিনটি ট্রেইল বা পথ। প্রতিটি ছবির মতো সুন্দর আর সাজানো।",positive
"কাঞ্চনজঙ্ঘা একটা মায়া, একটা আবেগ, একটা সম্মোহন, একটা অবাধ্যতা আর একটা ভালোবাসার নাম! ",positive
"কাঞ্চনজঙ্ঘা হল সেই মায়া, সেই আকর্ষণ, সেই টান, সেই আবেগ আর সেই ভালোবাসার নাম, যার জন্য, সমাজ, সংসার উপেক্ষা করে ঘর ছাড়তে পারি, ছেড়েছিলাম!",positive
 ছাদ থেকে রাঙ্গামাটির শহরের পুরোটাই বলতে গেলে চোখে পড়ছিলো। হোটেলের দুই পাশে চোখ জুড়ানো দৃশ্য। ,positive
"চাঁদ, গান আর সাথে লেকের সৌন্দর্য...ভাষায় প্রকাশ করা যাবে না।",positive
সত্যি কোনো লেখা কিংবা মুখের ভাষায় প্রকাশ করা সম্ভব না সাঙ্গু  নদীর সৌন্ধর্য ।,positive
রেমাক্রি ফলস টাও অনেক সুন্ধর ।,positive
আমিয়াখুম যাওয়ার পর আপনি একবার হলেও ভাববেন আল্লাহর তৈরী জান্নাত কতটা সুন্ধর হতে পারে ।,positive
এখান থেকে সূর্যোদয় সূর্যাস্তের নয়নাভিরাম দৃশ্য দেখার সুযোগ ভুলেও হারায়েন না।,positive
উঠতে উঠতেই দেখবেন চোখ জুড়ানো সব পাহাড়ের ভিউ আর মাতামুহুরি নদীর অপরুপ দৃশ্য ভাগ্য ভালো থাকলে পথেই হতে পারে মেঘের সাথে আলিঙ্গন।,positive
বনের ভিতর ঢুকতেই হাটু পানির “নর্ত নদী” আপনার মনকে সেই ছোট বেলায় নিয়ে যাবে,positive
কয়েকমাস আগেই সিংড়া ফরেষ্ট থেকে ঘুরে আসলাম। আমার অনেক ভাল্লাগছে।,positive
যতদূর চোখ যায় সবুজ পাহাড়। অদ্ভুত এই বুনো সৌন্দর্য। ,positive
ময়মনসিংহ জেলা হতে পারে ভ্রমণপিপাসুদের জন্য একটি দর্শনীয় ও আকর্ষণীয় পর্যটন এলাকা,positive
"প্রাকৃতিক সৌন্দর্যে ঘেরা ব্রহ্মপুত্র নদ, শিল্পাচার্য জয়নুলের আঁকা ছবি নিয়ে জয়নুল সংগ্রহশালাসহ বেশ কিছু দর্শনীয় এলাকা রয়েছে এ ময়মনসিংহ জেলায়। ",positive
" ১ হাজার ২৩০ একরের মনোরম পরিবেশবেষ্টিত বাংলাদেশ কৃষি বিশ্ববিদ্যালয়। এ ক্যাম্পাসেই রয়েছে বেড়ানোর মতো বোটানিক্যাল গার্ডেন, জার্ম প্লাজম সেন্টার, কৃষি মিউজিয়াম, ফিশ মিউজিয়াম",positive
